country;year;sex;age;suicides_no;population;suicides/100k pop;country-year;HDI for year; gdp_for_year ($) ;gdp_per_capita ($);generation;;;;;;;;;
Hungary;2010;female;55-74 years;210;1293957;16.23;Hungary2010;0.821;130,922,638,689;13761;Silent;11598;1;;;;;;;
Hungary;2010;female;35-54 years;170;1386313;12.26;Hungary2010;0.821;130,922,638,689;13761;Generation X;11599;1;;;;;;;
Hungary;2010;male;15-24 years;77;635049;12.13;Hungary2010;0.821;130,922,638,689;13761;Millenials;11600;1;;;;;;;
Hungary;2010;female;25-34 years;37;748440;4.94;Hungary2010;0.821;130,922,638,689;13761;Generation X;11601;1;;;;;;;
Hungary;2010;female;15-24 years;20;607500;3.29;Hungary2010;0.821;130,922,638,689;13761;Millenials;11602;1;;;;;;;
Hungary;2010;male;5-14 years;2;503475;0.4;Hungary2010;0.821;130,922,638,689;13761;Generation Z;11603;1;;;;;;;
Hungary;2010;female;5-14 years;1;477532;0.21;Hungary2010;0.821;130,922,638,689;13761;Generation Z;11604;1;;;;;;;
Hungary;2011;male;75+ years;200;239506;83.51;Hungary2011;0.823;140,782,064,609;14827;Silent;11605;0;;;;;;;
Hungary;2011;male;55-74 years;632;1001836;63.08;Hungary2011;0.823;140,782,064,609;14827;Boomers;11606;0;;;;;;;
Hungary;2011;male;35-54 years;751;1370341;54.8;Hungary2011;0.823;140,782,064,609;14827;Generation X;11607;0;;;;;;;
Hungary;2011;female;75+ years;122;503846;24.21;Hungary2011;0.823;140,782,064,609;14827;Silent;11608;0;;;;;;;
Hungary;2011;male;25-34 years;173;758588;22.81;Hungary2011;0.823;140,782,064,609;14827;Millenials;11609;0;;;;;;;
Hungary;2011;female;55-74 years;229;1312734;17.44;Hungary2011;0.823;140,782,064,609;14827;Boomers;11610;1;;;;;;;
Hungary;2011;male;15-24 years;87;623854;13.95;Hungary2011;0.823;140,782,064,609;14827;Millenials;11611;1;;;;;;;
Hungary;2011;female;35-54 years;182;1388027;13.11;Hungary2011;0.823;140,782,064,609;14827;Generation X;11612;1;;;;;;;
Hungary;2011;female;25-34 years;22;727841;3.02;Hungary2011;0.823;140,782,064,609;14827;Millenials;11613;1;;;;;;;
Hungary;2011;female;15-24 years;16;595635;2.69;Hungary2011;0.823;140,782,064,609;14827;Millenials;11614;1;;;;;;;
Hungary;2011;female;5-14 years;3;473510;0.63;Hungary2011;0.823;140,782,064,609;14827;Generation Z;11615;1;;;;;;;
Hungary;2011;male;5-14 years;3;499293;0.6;Hungary2011;0.823;140,782,064,609;14827;Generation Z;11616;1;;;;;;;
Hungary;2012;male;75+ years;233;232766;100.1;Hungary2012;0.823;127,856,647,108;13525;Silent;11617;0;;;;;;;
Hungary;2012;male;55-74 years;655;1049911;62.39;Hungary2012;0.823;127,856,647,108;13525;Boomers;11618;0;;;;;;;
Hungary;2012;male;35-54 years;683;1396201;48.92;Hungary2012;0.823;127,856,647,108;13525;Generation X;11619;0;;;;;;;
Hungary;2012;female;75+ years;124;498354;24.88;Hungary2012;0.823;127,856,647,108;13525;Silent;11620;0;;;;;;;
Hungary;2012;male;25-34 years;148;685537;21.59;Hungary2012;0.823;127,856,647,108;13525;Millenials;11621;0;;;;;;;
Hungary;2012;female;55-74 years;219;1343763;16.3;Hungary2012;0.823;127,856,647,108;13525;Boomers;11622;1;;;;;;;
Hungary;2012;male;15-24 years;82;618784;13.25;Hungary2012;0.823;127,856,647,108;13525;Millenials;11623;1;;;;;;;
Hungary;2012;female;35-54 years;160;1408223;11.36;Hungary2012;0.823;127,856,647,108;13525;Generation X;11624;1;;;;;;;
Hungary;2012;female;25-34 years;28;664791;4.21;Hungary2012;0.823;127,856,647,108;13525;Millenials;11625;1;;;;;;;
Hungary;2012;female;15-24 years;15;586456;2.56;Hungary2012;0.823;127,856,647,108;13525;Millenials;11626;1;;;;;;;
Hungary;2012;male;5-14 years;2;497525;0.4;Hungary2012;0.823;127,856,647,108;13525;Generation Z;11627;1;;;;;;;
Hungary;2012;female;5-14 years;0;470870;0;Hungary2012;0.823;127,856,647,108;13525;Generation Z;11628;1;;;;;;;
Hungary;2013;male;75+ years;201;234783;85.61;Hungary2013;0.825;135,215,704,419;14333;Silent;11629;0;;;;;;;
Hungary;2013;male;55-74 years;606;1058520;57.25;Hungary2013;0.825;135,215,704,419;14333;Boomers;11630;0;;;;;;;
Hungary;2013;male;35-54 years;613;1409798;43.48;Hungary2013;0.825;135,215,704,419;14333;Generation X;11631;0;;;;;;;
Hungary;2013;female;75+ years;106;503084;21.07;Hungary2013;0.825;135,215,704,419;14333;Silent;11632;0;;;;;;;
Hungary;2013;male;25-34 years;107;664876;16.09;Hungary2013;0.825;135,215,704,419;14333;Millenials;11633;1;;;;;;;
Hungary;2013;female;55-74 years;200;1349472;14.82;Hungary2013;0.825;135,215,704,419;14333;Boomers;11634;1;;;;;;;
Hungary;2013;female;35-54 years;155;1416711;10.94;Hungary2013;0.825;135,215,704,419;14333;Generation X;11635;1;;;;;;;
Hungary;2013;male;15-24 years;60;608253;9.86;Hungary2013;0.825;135,215,704,419;14333;Millenials;11636;1;;;;;;;
Hungary;2013;female;25-34 years;31;642913;4.82;Hungary2013;0.825;135,215,704,419;14333;Millenials;11637;1;;;;;;;
Hungary;2013;female;15-24 years;12;576334;2.08;Hungary2013;0.825;135,215,704,419;14333;Millenials;11638;1;;;;;;;
Hungary;2013;female;5-14 years;1;471456;0.21;Hungary2013;0.825;135,215,704,419;14333;Generation Z;11639;1;;;;;;;
Hungary;2013;male;5-14 years;0;497640;0;Hungary2013;0.825;135,215,704,419;14333;Generation Z;11640;1;;;;;;;
Hungary;2014;male;75+ years;179;237767;75.28;Hungary2014;0.828;140,118,140,455;14886;Silent;11641;0;;;;;;;
Hungary;2014;male;55-74 years;600;1063532;56.42;Hungary2014;0.828;140,118,140,455;14886;Boomers;11642;0;;;;;;;
Hungary;2014;male;35-54 years;495;1422078;34.81;Hungary2014;0.828;140,118,140,455;14886;Generation X;11643;0;;;;;;;
Hungary;2014;male;25-34 years;130;648134;20.06;Hungary2014;0.828;140,118,140,455;14886;Millenials;11644;0;;;;;;;
Hungary;2014;female;75+ years;81;508688;15.92;Hungary2014;0.828;140,118,140,455;14886;Silent;11645;1;;;;;;;
Hungary;2014;female;55-74 years;183;1351899;13.54;Hungary2014;0.828;140,118,140,455;14886;Boomers;11646;1;;;;;;;
Hungary;2014;male;15-24 years;72;595596;12.09;Hungary2014;0.828;140,118,140,455;14886;Millenials;11647;1;;;;;;;
Hungary;2014;female;35-54 years;152;1423878;10.68;Hungary2014;0.828;140,118,140,455;14886;Generation X;11648;1;;;;;;;
Hungary;2014;female;25-34 years;23;624055;3.69;Hungary2014;0.828;140,118,140,455;14886;Millenials;11649;1;;;;;;;
Hungary;2014;female;15-24 years;8;564343;1.42;Hungary2014;0.828;140,118,140,455;14886;Millenials;11650;1;;;;;;;
Hungary;2014;male;5-14 years;2;499483;0.4;Hungary2014;0.828;140,118,140,455;14886;Generation Z;11651;1;;;;;;;
Hungary;2014;female;5-14 years;0;473335;0;Hungary2014;0.828;140,118,140,455;14886;Generation Z;11652;1;;;;;;;
Hungary;2015;male;75+ years;221;241730;91.42;Hungary2015;;122,879,042,002;13087;Silent;11653;0;;;;;;;
Hungary;2015;male;55-74 years;496;1065443;46.55;Hungary2015;;122,879,042,002;13087;Boomers;11654;0;;;;;;;
Hungary;2015;male;35-54 years;472;1432703;32.94;Hungary2015;;122,879,042,002;13087;Generation X;11655;0;;;;;;;
Hungary;2015;female;75+ years;123;514721;23.9;Hungary2015;;122,879,042,002;13087;Silent;11656;0;;;;;;;
Hungary;2015;male;25-34 years;129;637775;20.23;Hungary2015;;122,879,042,002;13087;Millenials;11657;0;;;;;;;
Hungary;2015;female;55-74 years;181;1350675;13.4;Hungary2015;;122,879,042,002;13087;Boomers;11658;1;;;;;;;
Hungary;2015;male;15-24 years;69;582471;11.85;Hungary2015;;122,879,042,002;13087;Millenials;11659;1;;;;;;;
Hungary;2015;female;35-54 years;132;1429644;9.23;Hungary2015;;122,879,042,002;13087;Generation X;11660;1;;;;;;;
Hungary;2015;female;25-34 years;27;610907;4.42;Hungary2015;;122,879,042,002;13087;Millenials;11661;1;;;;;;;
Hungary;2015;female;15-24 years;15;551149;2.72;Hungary2015;;122,879,042,002;13087;Millenials;11662;1;;;;;;;
Hungary;2015;male;5-14 years;2;499016;0.4;Hungary2015;;122,879,042,002;13087;Generation Z;11663;1;;;;;;;
Hungary;2015;female;5-14 years;1;473285;0.21;Hungary2015;;122,879,042,002;13087;Generation Z;11664;1;;;;;;;
Hungary;2016;male;75+ years;214;246437;86.84;Hungary2016;;125,816,640,421;13448;Silent;11665;0;;;;;;;
Hungary;2016;male;55-74 years;495;1064355;46.51;Hungary2016;;125,816,640,421;13448;Boomers;11666;0;;;;;;;
Hungary;2016;male;35-54 years;450;1439105;31.27;Hungary2016;;125,816,640,421;13448;Generation X;11667;0;;;;;;;
Hungary;2016;female;75+ years;120;521024;23.03;Hungary2016;;125,816,640,421;13448;Silent;11668;0;;;;;;;
Hungary;2016;male;25-34 years;98;633114;15.48;Hungary2016;;125,816,640,421;13448;Millenials;11669;1;;;;;;;
Hungary;2016;female;55-74 years;161;1346205;11.96;Hungary2016;;125,816,640,421;13448;Boomers;11670;1;;;;;;;
Hungary;2016;male;15-24 years;58;568065;10.21;Hungary2016;;125,816,640,421;13448;Millenials;11671;1;;;;;;;
Hungary;2016;female;35-54 years;121;1432415;8.45;Hungary2016;;125,816,640,421;13448;Generation X;11672;1;;;;;;;
Hungary;2016;female;25-34 years;30;602785;4.98;Hungary2016;;125,816,640,421;13448;Millenials;11673;1;;;;;;;
Hungary;2016;female;15-24 years;14;536865;2.61;Hungary2016;;125,816,640,421;13448;Millenials;11674;1;;;;;;;
Iceland;1985;male;15-24 years;7;21900;31.96;Iceland1985;0.776;2,939,845,038;13357;Generation X;11675;0;;;;;;;
Iceland;1985;male;55-74 years;5;16400;30.49;Iceland1985;0.776;2,939,845,038;13357;G.I. Generation;11676;0;;;;;;;
Iceland;1985;male;35-54 years;7;25800;27.13;Iceland1985;0.776;2,939,845,038;13357;Silent;11677;0;;;;;;;
Iceland;1985;male;25-34 years;5;20500;24.39;Iceland1985;0.776;2,939,845,038;13357;Boomers;11678;0;;;;;;;
Iceland;1985;female;55-74 years;4;17500;22.86;Iceland1985;0.776;2,939,845,038;13357;G.I. Generation;11679;0;;;;;;;
Iceland;1985;male;75+ years;1;4500;22.22;Iceland1985;0.776;2,939,845,038;13357;G.I. Generation;11680;0;;;;;;;
Iceland;1985;female;35-54 years;3;25000;12;Iceland1985;0.776;2,939,845,038;13357;Silent;11681;1;;;;;;;
Iceland;1985;female;15-24 years;0;21200;0;Iceland1985;0.776;2,939,845,038;13357;Generation X;11682;1;;;;;;;
Iceland;1985;female;25-34 years;0;19400;0;Iceland1985;0.776;2,939,845,038;13357;Boomers;11683;1;;;;;;;
Iceland;1985;female;5-14 years;0;20400;0;Iceland1985;0.776;2,939,845,038;13357;Generation X;11684;1;;;;;;;
Iceland;1985;female;75+ years;0;6100;0;Iceland1985;0.776;2,939,845,038;13357;G.I. Generation;11685;1;;;;;;;
Iceland;1985;male;5-14 years;0;21400;0;Iceland1985;0.776;2,939,845,038;13357;Generation X;11686;1;;;;;;;
Iceland;1986;female;75+ years;2;6300;31.75;Iceland1986;;3,930,518,366;17681;G.I. Generation;11687;0;;;;;;;
Iceland;1986;male;35-54 years;8;26400;30.3;Iceland1986;;3,930,518,366;17681;Silent;11688;0;;;;;;;
Iceland;1986;male;25-34 years;6;20700;28.99;Iceland1986;;3,930,518,366;17681;Boomers;11689;0;;;;;;;
Iceland;1986;female;55-74 years;5;17800;28.09;Iceland1986;;3,930,518,366;17681;G.I. Generation;11690;0;;;;;;;
Iceland;1986;male;55-74 years;4;16700;23.95;Iceland1986;;3,930,518,366;17681;G.I. Generation;11691;0;;;;;;;
Iceland;1986;male;15-24 years;5;21700;23.04;Iceland1986;;3,930,518,366;17681;Generation X;11692;0;;;;;;;
Iceland;1986;male;75+ years;1;4400;22.73;Iceland1986;;3,930,518,366;17681;G.I. Generation;11693;0;;;;;;;
Iceland;1986;female;35-54 years;3;25500;11.76;Iceland1986;;3,930,518,366;17681;Silent;11694;1;;;;;;;
Iceland;1986;female;25-34 years;1;19600;5.1;Iceland1986;;3,930,518,366;17681;Boomers;11695;1;;;;;;;
Iceland;1986;female;15-24 years;1;20900;4.78;Iceland1986;;3,930,518,366;17681;Generation X;11696;1;;;;;;;
Iceland;1986;male;5-14 years;1;21700;4.61;Iceland1986;;3,930,518,366;17681;Generation X;11697;1;;;;;;;
Iceland;1986;female;5-14 years;0;20600;0;Iceland1986;;3,930,518,366;17681;Generation X;11698;1;;;;;;;
Iceland;1987;female;55-74 years;10;18100;55.25;Iceland1987;;5,438,537,482;24107;G.I. Generation;11699;0;;;;;;;
Iceland;1987;male;75+ years;2;4600;43.48;Iceland1987;;5,438,537,482;24107;G.I. Generation;11700;0;;;;;;;
Iceland;1987;male;55-74 years;5;17000;29.41;Iceland1987;;5,438,537,482;24107;G.I. Generation;11701;0;;;;;;;
Iceland;1987;male;35-54 years;6;27100;22.14;Iceland1987;;5,438,537,482;24107;Silent;11702;0;;;;;;;
Iceland;1987;male;25-34 years;4;21100;18.96;Iceland1987;;5,438,537,482;24107;Boomers;11703;1;;;;;;;
Iceland;1987;male;15-24 years;4;21700;18.43;Iceland1987;;5,438,537,482;24107;Generation X;11704;1;;;;;;;
Iceland;1987;female;25-34 years;2;19900;10.05;Iceland1987;;5,438,537,482;24107;Boomers;11705;1;;;;;;;
Iceland;1987;female;35-54 years;2;26200;7.63;Iceland1987;;5,438,537,482;24107;Silent;11706;1;;;;;;;
Iceland;1987;male;5-14 years;1;21800;4.59;Iceland1987;;5,438,537,482;24107;Generation X;11707;1;;;;;;;
Iceland;1987;female;15-24 years;0;21000;0;Iceland1987;;5,438,537,482;24107;Generation X;11708;1;;;;;;;
Iceland;1987;female;5-14 years;0;20600;0;Iceland1987;;5,438,537,482;24107;Generation X;11709;1;;;;;;;
Iceland;1987;female;75+ years;0;6500;0;Iceland1987;;5,438,537,482;24107;G.I. Generation;11710;1;;;;;;;
Iceland;1988;male;55-74 years;7;17200;40.7;Iceland1988;;6,016,168,896;26249;G.I. Generation;11711;0;;;;;;;
Iceland;1988;male;35-54 years;11;28000;39.29;Iceland1988;;6,016,168,896;26249;Silent;11712;0;;;;;;;
Iceland;1988;male;15-24 years;8;21900;36.53;Iceland1988;;6,016,168,896;26249;Generation X;11713;0;;;;;;;
Iceland;1988;male;25-34 years;4;21500;18.6;Iceland1988;;6,016,168,896;26249;Boomers;11714;1;;;;;;;
Iceland;1988;female;75+ years;1;6600;15.15;Iceland1988;;6,016,168,896;26249;G.I. Generation;11715;1;;;;;;;
Iceland;1988;female;35-54 years;2;26900;7.43;Iceland1988;;6,016,168,896;26249;Silent;11716;1;;;;;;;
Iceland;1988;female;55-74 years;1;18400;5.43;Iceland1988;;6,016,168,896;26249;G.I. Generation;11717;1;;;;;;;
Iceland;1988;female;25-34 years;1;20600;4.85;Iceland1988;;6,016,168,896;26249;Boomers;11718;1;;;;;;;
Iceland;1988;female;15-24 years;0;21200;0;Iceland1988;;6,016,168,896;26249;Generation X;11719;1;;;;;;;
Iceland;1988;female;5-14 years;0;20600;0;Iceland1988;;6,016,168,896;26249;Generation X;11720;1;;;;;;;
Iceland;1988;male;5-14 years;0;21700;0;Iceland1988;;6,016,168,896;26249;Generation X;11721;1;;;;;;;
Iceland;1988;male;75+ years;0;4600;0;Iceland1988;;6,016,168,896;26249;G.I. Generation;11722;1;;;;;;;
Iceland;1989;male;15-24 years;6;21800;27.52;Iceland1989;;5,588,533,007;24089;Generation X;11723;0;;;;;;;
Iceland;1989;female;55-74 years;4;18500;21.62;Iceland1989;;5,588,533,007;24089;G.I. Generation;11724;0;;;;;;;
Iceland;1989;male;35-54 years;6;29100;20.62;Iceland1989;;5,588,533,007;24089;Silent;11725;0;;;;;;;
Iceland;1989;female;75+ years;1;6700;14.93;Iceland1989;;5,588,533,007;24089;G.I. Generation;11726;1;;;;;;;
Iceland;1989;male;55-74 years;2;17500;11.43;Iceland1989;;5,588,533,007;24089;G.I. Generation;11727;1;;;;;;;
Iceland;1989;male;25-34 years;2;21700;9.22;Iceland1989;;5,588,533,007;24089;Boomers;11728;1;;;;;;;
Iceland;1989;female;25-34 years;1;20900;4.78;Iceland1989;;5,588,533,007;24089;Boomers;11729;1;;;;;;;
Iceland;1989;female;15-24 years;0;21000;0;Iceland1989;;5,588,533,007;24089;Generation X;11730;1;;;;;;;
Iceland;1989;female;35-54 years;0;27800;0;Iceland1989;;5,588,533,007;24089;Silent;11731;1;;;;;;;
Iceland;1989;female;5-14 years;0;20700;0;Iceland1989;;5,588,533,007;24089;Generation X;11732;1;;;;;;;
Iceland;1989;male;5-14 years;0;21700;0;Iceland1989;;5,588,533,007;24089;Generation X;11733;1;;;;;;;
Iceland;1989;male;75+ years;0;4600;0;Iceland1989;;5,588,533,007;24089;G.I. Generation;11734;1;;;;;;;
Iceland;1990;male;15-24 years;10;21400;46.73;Iceland1990;0.802;6,372,905,073;27316;Generation X;11735;0;;;;;;;
Iceland;1990;male;55-74 years;8;17700;45.2;Iceland1990;0.802;6,372,905,073;27316;G.I. Generation;11736;0;;;;;;;
Iceland;1990;male;25-34 years;9;21700;41.47;Iceland1990;0.802;6,372,905,073;27316;Boomers;11737;0;;;;;;;
Iceland;1990;male;35-54 years;8;29800;26.85;Iceland1990;0.802;6,372,905,073;27316;Silent;11738;0;;;;;;;
Iceland;1990;female;35-54 years;3;28600;10.49;Iceland1990;0.802;6,372,905,073;27316;Silent;11739;1;;;;;;;
Iceland;1990;female;15-24 years;1;20700;4.83;Iceland1990;0.802;6,372,905,073;27316;Generation X;11740;1;;;;;;;
Iceland;1990;female;25-34 years;1;21100;4.74;Iceland1990;0.802;6,372,905,073;27316;Boomers;11741;1;;;;;;;
Iceland;1990;female;5-14 years;0;20600;0;Iceland1990;0.802;6,372,905,073;27316;Generation X;11742;1;;;;;;;
Iceland;1990;female;55-74 years;0;18700;0;Iceland1990;0.802;6,372,905,073;27316;G.I. Generation;11743;1;;;;;;;
Iceland;1990;female;75+ years;0;6800;0;Iceland1990;0.802;6,372,905,073;27316;G.I. Generation;11744;1;;;;;;;
Iceland;1990;male;5-14 years;0;21500;0;Iceland1990;0.802;6,372,905,073;27316;Generation X;11745;1;;;;;;;
Iceland;1990;male;75+ years;0;4700;0;Iceland1990;0.802;6,372,905,073;27316;G.I. Generation;11746;1;;;;;;;
Iceland;1991;male;15-24 years;13;21300;61.03;Iceland1991;;6,807,365,898;28857;Generation X;11747;0;;;;;;;
Iceland;1991;male;75+ years;2;4800;41.67;Iceland1991;;6,807,365,898;28857;G.I. Generation;11748;0;;;;;;;
Iceland;1991;male;55-74 years;5;17700;28.25;Iceland1991;;6,807,365,898;28857;Silent;11749;0;;;;;;;
Iceland;1991;male;35-54 years;6;30900;19.42;Iceland1991;;6,807,365,898;28857;Boomers;11750;1;;;;;;;
Iceland;1991;female;55-74 years;3;19000;15.79;Iceland1991;;6,807,365,898;28857;Silent;11751;1;;;;;;;
Iceland;1991;male;25-34 years;3;21900;13.7;Iceland1991;;6,807,365,898;28857;Boomers;11752;1;;;;;;;
Iceland;1991;female;35-54 years;3;29500;10.17;Iceland1991;;6,807,365,898;28857;Boomers;11753;1;;;;;;;
Iceland;1991;female;15-24 years;1;20600;4.85;Iceland1991;;6,807,365,898;28857;Generation X;11754;1;;;;;;;
Iceland;1991;female;5-14 years;1;20600;4.85;Iceland1991;;6,807,365,898;28857;Millenials;11755;1;;;;;;;
Iceland;1991;female;25-34 years;0;21300;0;Iceland1991;;6,807,365,898;28857;Boomers;11756;1;;;;;;;
Iceland;1991;female;75+ years;0;7000;0;Iceland1991;;6,807,365,898;28857;G.I. Generation;11757;1;;;;;;;
Iceland;1991;male;5-14 years;0;21300;0;Iceland1991;;6,807,365,898;28857;Millenials;11758;1;;;;;;;
Iceland;1992;male;25-34 years;9;21900;41.1;Iceland1992;;6,976,080,331;29311;Boomers;11759;0;;;;;;;
Iceland;1992;male;55-74 years;4;17900;22.35;Iceland1992;;6,976,080,331;29311;Silent;11760;0;;;;;;;
Iceland;1992;male;15-24 years;4;21200;18.87;Iceland1992;;6,976,080,331;29311;Generation X;11761;1;;;;;;;
Iceland;1992;male;35-54 years;6;31900;18.81;Iceland1992;;6,976,080,331;29311;Boomers;11762;1;;;;;;;
Iceland;1992;female;55-74 years;2;19000;10.53;Iceland1992;;6,976,080,331;29311;Silent;11763;1;;;;;;;
Iceland;1992;female;35-54 years;2;30500;6.56;Iceland1992;;6,976,080,331;29311;Boomers;11764;1;;;;;;;
Iceland;1992;female;25-34 years;1;21400;4.67;Iceland1992;;6,976,080,331;29311;Boomers;11765;1;;;;;;;
Iceland;1992;female;15-24 years;0;20500;0;Iceland1992;;6,976,080,331;29311;Generation X;11766;1;;;;;;;
Iceland;1992;female;5-14 years;0;20500;0;Iceland1992;;6,976,080,331;29311;Millenials;11767;1;;;;;;;
Iceland;1992;female;75+ years;0;7000;0;Iceland1992;;6,976,080,331;29311;G.I. Generation;11768;1;;;;;;;
Iceland;1992;male;5-14 years;0;21400;0;Iceland1992;;6,976,080,331;29311;Millenials;11769;1;;;;;;;
Iceland;1992;male;75+ years;0;4800;0;Iceland1992;;6,976,080,331;29311;G.I. Generation;11770;1;;;;;;;
Iceland;1993;male;15-24 years;5;21000;23.81;Iceland1993;;6,126,456,175;25474;Generation X;11771;0;;;;;;;
Iceland;1993;male;55-74 years;4;18100;22.1;Iceland1993;;6,126,456,175;25474;Silent;11772;0;;;;;;;
Iceland;1993;male;35-54 years;7;32800;21.34;Iceland1993;;6,126,456,175;25474;Boomers;11773;0;;;;;;;
Iceland;1993;male;25-34 years;3;21700;13.82;Iceland1993;;6,126,456,175;25474;Boomers;11774;1;;;;;;;
Iceland;1993;female;35-54 years;4;31500;12.7;Iceland1993;;6,126,456,175;25474;Boomers;11775;1;;;;;;;
Iceland;1993;female;55-74 years;2;19000;10.53;Iceland1993;;6,126,456,175;25474;Silent;11776;1;;;;;;;
Iceland;1993;female;25-34 years;1;21200;4.72;Iceland1993;;6,126,456,175;25474;Boomers;11777;1;;;;;;;
Iceland;1993;female;15-24 years;0;20400;0;Iceland1993;;6,126,456,175;25474;Generation X;11778;1;;;;;;;
Iceland;1993;female;5-14 years;0;20700;0;Iceland1993;;6,126,456,175;25474;Millenials;11779;1;;;;;;;
Iceland;1993;female;75+ years;0;7300;0;Iceland1993;;6,126,456,175;25474;G.I. Generation;11780;1;;;;;;;
Iceland;1993;male;5-14 years;0;21800;0;Iceland1993;;6,126,456,175;25474;Millenials;11781;1;;;;;;;
Iceland;1993;male;75+ years;0;5000;0;Iceland1993;;6,126,456,175;25474;G.I. Generation;11782;1;;;;;;;
Iceland;1994;female;75+ years;2;7300;27.4;Iceland1994;;6,294,803,497;25937;G.I. Generation;11783;0;;;;;;;
Iceland;1994;male;15-24 years;5;21100;23.7;Iceland1994;;6,294,803,497;25937;Generation X;11784;0;;;;;;;
Iceland;1994;male;35-54 years;8;33800;23.67;Iceland1994;;6,294,803,497;25937;Boomers;11785;0;;;;;;;
Iceland;1994;male;55-74 years;4;18200;21.98;Iceland1994;;6,294,803,497;25937;Silent;11786;0;;;;;;;
Iceland;1994;male;25-34 years;4;21500;18.6;Iceland1994;;6,294,803,497;25937;Boomers;11787;1;;;;;;;
Iceland;1994;female;55-74 years;1;19200;5.21;Iceland1994;;6,294,803,497;25937;Silent;11788;1;;;;;;;
Iceland;1994;female;15-24 years;1;20500;4.88;Iceland1994;;6,294,803,497;25937;Generation X;11789;1;;;;;;;
Iceland;1994;female;25-34 years;0;21000;0;Iceland1994;;6,294,803,497;25937;Boomers;11790;1;;;;;;;
Iceland;1994;female;35-54 years;0;32500;0;Iceland1994;;6,294,803,497;25937;Boomers;11791;1;;;;;;;
Iceland;1994;female;5-14 years;0;20700;0;Iceland1994;;6,294,803,497;25937;Millenials;11792;1;;;;;;;
Iceland;1994;male;5-14 years;0;21900;0;Iceland1994;;6,294,803,497;25937;Millenials;11793;1;;;;;;;
Iceland;1994;male;75+ years;0;5000;0;Iceland1994;;6,294,803,497;25937;G.I. Generation;11794;1;;;;;;;
Iceland;1995;male;25-34 years;8;21000;38.1;Iceland1995;0.826;7,018,100,153;28680;Generation X;11795;0;;;;;;;
Iceland;1995;male;55-74 years;5;18300;27.32;Iceland1995;0.826;7,018,100,153;28680;Silent;11796;0;;;;;;;
Iceland;1995;male;15-24 years;4;21300;18.78;Iceland1995;0.826;7,018,100,153;28680;Generation X;11797;1;;;;;;;
Iceland;1995;male;35-54 years;5;34900;14.33;Iceland1995;0.826;7,018,100,153;28680;Boomers;11798;1;;;;;;;
Iceland;1995;female;75+ years;1;7500;13.33;Iceland1995;0.826;7,018,100,153;28680;G.I. Generation;11799;1;;;;;;;
Iceland;1995;female;25-34 years;2;20700;9.66;Iceland1995;0.826;7,018,100,153;28680;Generation X;11800;1;;;;;;;
Iceland;1995;female;55-74 years;1;19400;5.15;Iceland1995;0.826;7,018,100,153;28680;Silent;11801;1;;;;;;;
Iceland;1995;female;35-54 years;1;33400;2.99;Iceland1995;0.826;7,018,100,153;28680;Boomers;11802;1;;;;;;;
Iceland;1995;female;15-24 years;0;20500;0;Iceland1995;0.826;7,018,100,153;28680;Generation X;11803;1;;;;;;;
Iceland;1995;female;5-14 years;0;20700;0;Iceland1995;0.826;7,018,100,153;28680;Millenials;11804;1;;;;;;;
Iceland;1995;male;5-14 years;0;21900;0;Iceland1995;0.826;7,018,100,153;28680;Millenials;11805;1;;;;;;;
Iceland;1995;male;75+ years;0;5100;0;Iceland1995;0.826;7,018,100,153;28680;G.I. Generation;11806;1;;;;;;;
Iceland;1996;male;25-34 years;9;20500;43.9;Iceland1996;;7,330,965,239;29740;Generation X;11807;0;;;;;;;
Iceland;1996;male;75+ years;2;5400;37.04;Iceland1996;;7,330,965,239;29740;G.I. Generation;11808;0;;;;;;;
Iceland;1996;male;35-54 years;8;35700;22.41;Iceland1996;;7,330,965,239;29740;Boomers;11809;0;;;;;;;
Iceland;1996;male;55-74 years;4;18300;21.86;Iceland1996;;7,330,965,239;29740;Silent;11810;0;;;;;;;
Iceland;1996;male;15-24 years;4;21500;18.6;Iceland1996;;7,330,965,239;29740;Generation X;11811;1;;;;;;;
Iceland;1996;female;75+ years;1;7600;13.16;Iceland1996;;7,330,965,239;29740;G.I. Generation;11812;1;;;;;;;
Iceland;1996;female;35-54 years;2;34300;5.83;Iceland1996;;7,330,965,239;29740;Boomers;11813;1;;;;;;;
Iceland;1996;female;55-74 years;1;19400;5.15;Iceland1996;;7,330,965,239;29740;Silent;11814;1;;;;;;;
Iceland;1996;female;15-24 years;1;20700;4.83;Iceland1996;;7,330,965,239;29740;Generation X;11815;1;;;;;;;
Iceland;1996;male;5-14 years;1;21900;4.57;Iceland1996;;7,330,965,239;29740;Millenials;11816;1;;;;;;;
Iceland;1996;female;25-34 years;0;20400;0;Iceland1996;;7,330,965,239;29740;Generation X;11817;1;;;;;;;
Iceland;1996;female;5-14 years;0;20800;0;Iceland1996;;7,330,965,239;29740;Millenials;11818;1;;;;;;;
Iceland;1997;male;55-74 years;8;18551;43.12;Iceland1997;;7,548,912,105;30326;Silent;11819;0;;;;;;;
Iceland;1997;male;75+ years;2;5429;36.84;Iceland1997;;7,548,912,105;30326;G.I. Generation;11820;0;;;;;;;
Iceland;1997;male;35-54 years;10;36576;27.34;Iceland1997;;7,548,912,105;30326;Boomers;11821;0;;;;;;;
